"url","sci_name","common_name","habitat","venom_stat","threat_to_humans","human_uses1","human_uses2","IUCN_red_list_status","physical_characters","model_predictions"
"https://www.fishbase.se/summary/Atherinomorus-lacunosus.html","Atherinomorus lacunosus (Forster, 1801)","Wide-banded hardyhead silverside","Marine; freshwater; brackish;  reef-associated; depth range 1 - 39 m (Ref. 11897). Subtropical; 32°N -   23°S, 32°E -   154°W","nonvenomous","Harmless","Fisheries: commercial; bait: usually","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 18 August 2020","Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm TL male/unsexed; (Ref. 48635)","Preferred temperature (Ref. 123201): 24.9 - 29.1, mean 28 °C (based on 1080 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5005   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00759 (0.00428 - 0.01346), b=3.16 (3.00 - 3.32), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.2 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (15 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Medium."
"https://www.fishbase.se/summary/Atherinomorus-stipes.html","Atherinomorus stipes (Müller & Troschel, 1848)","Hardhead silverside","Marine; freshwater; brackish;  reef-associated. Subtropical","nonvenomous","Harmless","Fisheries: minor commercial; bait: usually","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 01 July 2010","Maturity: Lm6.0  range ? - ? cm Max length : 10.0 cm TL male/unsexed; (Ref. 7251); common length : 7.5 cm TL male/unsexed; (Ref. 5217)","Preferred temperature (Ref. 123201): 26.3 - 28.2, mean 27.5 °C (based on 695 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5005   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00708 (0.00405 - 0.01239), b=3.12 (2.96 - 3.28), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.3 se; based on diet studies.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Medium."
"https://www.fishbase.se/summary/Rheocles-wrightae.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Natalichthys-sam.html","Natalichthys sam Winterbottom, 1980","Nail snakelet","Marine;  demersal; depth range ? - 44 m (Ref. 4395). Subtropical","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Data deficient (DD) ; Date assessed: 20 July 2017","Maturity: Lm ?  range ? - ? cm Max length : 5.0 cm TL male/unsexed; (Ref. 4395)","Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.6250   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00102 (0.00046 - 0.00225), b=3.06 (2.88 - 3.24), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.5   ±0.37 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Congrogadus-subducens.html","Congrogadus subducens (Richardson, 1843)","Carpet eel-blenny","Marine; brackish;  reef-associated; depth range 0 - 10 m (Ref. 90102). Tropical; 35°N -   25°S","nonvenomous","Harmless","Aquarium: commercial","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 28 June 2018","Maturity: Lm ?, range 20 - ? cm Max length : 45.0 cm TL male/unsexed; (Ref. 3132)","Preferred temperature (Ref. 123201): 25.2 - 29.3, mean 28.6 °C (based on 2277 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5156   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00389 (0.00180 - 0.00842), b=3.12 (2.94 - 3.30), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  4.0   ±0.67 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low to moderate vulnerability (35 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 48.3 [25.0, 78.7] mg/100g; Iron = 0.465 [0.275, 0.778] mg/100g; Protein = 19.1 [18.0, 20.3] %; Omega3 = 0.0831 [, ] g/100g; Selenium = 24 [12, 45] μg/100g; VitaminA = 89 [31, 264] μg/100g; Zinc = 1.35 [0.92, 1.88] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Halidesmus-scapularis.html","Halidesmus scapularis Günther, 1872","Snakelet","Marine;  demersal; depth range 0 - 16 m. Subtropical; 31°S -   35°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 28 June 2018","Maturity: Lm ?  range ? - ? cm Max length : 20.0 cm TL male/unsexed; (Ref. 4395)","Preferred temperature (Ref. 123201): 17.1 - 22.6, mean 20.1 °C (based on 46 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5312   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.00102 (0.00046 - 0.00225), b=3.06 (2.88 - 3.24), in cm total length, based on all LWR estimates for this body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.3   ±0.58 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (10 of 100)."
"https://www.fishbase.se/summary/Parma-microlepis.html","Parma microlepis Günther, 1862","White-ear scalyfin","Marine;  reef-associated; non-migratory; depth range 2 - 30 m (Ref. 7247). Temperate; 29°S -   39°S, 144°E -   154°E","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 23 September 2021","Maturity: Lm ?  range ? - ? cm Max length : 14.0 cm SL male/unsexed; (Ref. 7247); max. reported age: 37 years (Ref. 52465)","Preferred temperature (Ref. 123201): 15.3 - 23.2, mean 18.2 °C (based on 45 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5010   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01950 (0.00922 - 0.04124), b=3.00 (2.82 - 3.18), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  2.7   ±0.24 se; based on food items.					

				
					
					
						 Generation time: 3.2 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (K=0.34-0.37; tmax=37).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low to moderate vulnerability (30 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 29.1 [12.0, 53.4] mg/100g; Iron = 0.232 [0.130, 0.440] mg/100g; Protein = 18.4 [17.2, 19.7] %; Omega3 = 0.282 [0.143, 0.577] g/100g; Selenium = 5.32 [2.30, 12.88] μg/100g; VitaminA = 62.5 [13.0, 300.1] μg/100g; Zinc = 0.815 [0.494, 1.364] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Microspathodon-bairdii.html","Microspathodon bairdii (Gill, 1862)","Bumphead damselfish","Marine;  reef-associated; non-migratory; depth range 3 - 8 m (Ref. 9334). Tropical; 32°N -   5°S","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 27 May 2007","Maturity: Lm ?  range ? - ? cm Max length : 25.0 cm SL male/unsexed; (Ref. 7247)","Preferred temperature (Ref. 123201): 22.9 - 29.1, mean 27 °C (based on 205 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5625   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01950 (0.00922 - 0.04124), b=3.00 (2.82 - 3.18), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  2.5   ±0.20 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Medium, minimum population doubling time 1.4 - 4.4 years (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low vulnerability (21 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 65.1 [33.4, 108.6] mg/100g; Iron = 0.603 [0.359, 1.004] mg/100g; Protein = 18.3 [17.0, 19.4] %; Omega3 = 0.0832 [, ] g/100g; Selenium = 21.5 [11.6, 41.5] μg/100g; VitaminA = 70.5 [17.6, 253.1] μg/100g; Zinc = 1.55 [1.05, 2.29] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Microspathodon-chrysurus.html",NA,NA,NA,"nonvenomous",NA,NA,NA,NA,NA,NA
"https://www.fishbase.se/summary/Hypsypops-rubicundus.html","Hypsypops rubicundus (Girard, 1854)","Garibaldi damselfish","Marine;  reef-associated; non-migratory; depth range 0 - 30 m (Ref. 9334). Subtropical; 37°N -   27°N, 122°W -   114°W","nonvenomous","Harmless","","Threat to humans  
				
				
					  Harmless","Least Concern (LC) ; Date assessed: 27 May 2007","Maturity: Lm ?  range ? - ? cm Max length : 30.0 cm SL male/unsexed; (Ref. 7247); max. reported age: 20 years (Ref. 52465)","Preferred temperature (Ref. 123201): 15.3 - 19.2, mean 17.5 °C (based on 48 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 1.0000   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01950 (0.00922 - 0.04124), b=3.00 (2.82 - 3.18), in cm total length, based on LWR estimates for this (Sub)family-body shape (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.2   ±0.39 se; based on food items.					

				
					
					
											
				



				
										
						Resilience  (Ref. 120179):  Low, minimum population doubling time 4.5 - 14 years (tmax=20; tm=5).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low to moderate vulnerability (27 of 100).					
								
				
								
				
									
				
					
						Nutrients  (Ref. 124155):  Calcium = 31.5 [13.7, 58.8] mg/100g; Iron = 0.521 [0.293, 0.911] mg/100g; Protein = 19.1 [17.9, 20.3] %; Omega3 = 0.148 [0.084, 0.258] g/100g; Selenium = 12.9 [6.1, 28.0] μg/100g; VitaminA = 48.5 [12.4, 190.6] μg/100g; Zinc = 0.866 [0.555, 1.315] mg/100g (wet weight);"
"https://www.fishbase.se/summary/Plectroglyphidodon-dickii.html","Plectroglyphidodon dickii (Liénard, 1839)","Blackbar devil","Marine;  reef-associated; non-migratory; depth range 0 - 20 m (Ref. 128797). Tropical; 30°N -   30°S","nonvenomous","Harmless","Fisheries: minor commercial; aquarium: commercial","Threat to humans  
				
				
					  Harmless","Near Threatened (NT) (A2c); Date assessed: 23 September 2021","Maturity: Lm ?  range ? - ? cm Max length : 11.6 cm TL male/unsexed; (Ref. 124696); max. published weight: 35.62 g (Ref. 124696)","Preferred temperature (Ref. 123201): 25 - 29.3, mean 28.3 °C (based on 2789 cells).				
				 				
				
					
					Phylogenetic diversity index  (Ref. 82804):  PD50 = 0.5010   [Uniqueness, from 0.5 = low to 2.0 = high].					
					
                
                    					
													Bayesian length-weight: a=0.01995 (0.01171 - 0.03398), b=2.98 (2.83 - 3.13), in cm total length, based on LWR estimates for this species & (Sub)family-body  (Ref. 93245).						
					
                    				
					
					Trophic level  (Ref. 69278):  3.7   ±0.3 se; based on diet studies.					

				
					
					
						 Generation time: 2.2 ( na - na) years. Estimated as median ln(3)/K based on 2 growth studies.					
				



				
										
						Resilience  (Ref. 120179):  High, minimum population doubling time less than 15 months (Preliminary K or Fecundity.).					
								
					
											
				
									
					Fishing Vulnerability  (Ref. 59153):  Low to moderate vulnerability (25 of 100).					
								
				
								
				
										
					
											Price category  (Ref. 80766):  						Unknown."
